region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 2,70,55,Unmarried,12,65.00,Some college,24,No,Male,1,Yes,No,Yes,No,26.70,42.75,0.00,20.50,0.00,"1,874.25","2,921.35",0.00,"1,465.00",0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,4.17,Plus service,No
Zone 3,57,57,Married,19,130.00,Some college,27,No,Female,2,No,Yes,Yes,No,13.55,0.00,30.65,12.75,0.00,849.00,0.00,"1,761.40",685.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.87,E-service,No
Zone 1,20,33,Unmarried,13,44.00,Some college,8,No,Female,1,No,Yes,No,No,6.40,0.00,29.05,0.00,0.00,124.45,0.00,550.75,0.00,0.00,Yes,No,No,No,No,Yes,Yes,Yes,3.78,E-service,No
Zone 1,72,52,Married,21,63.00,Did not complete high school,24,No,Male,3,Yes,No,Yes,No,41.95,25.75,0.00,33.25,0.00,"3,114.75","1,871.95",0.00,"2,305.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.14,Plus service,No
Zone 3,32,50,Unmarried,28,57.00,College degree,20,No,Male,1,Yes,No,Yes,Yes,4.60,38.50,0.00,37.75,23.50,123.00,"1,267.10",0.00,"1,205.00",707.40,No,No,No,No,Yes,Yes,Yes,No,4.04,Plus service,No
Zone 3,22,57,Married,7,264.00,Did not complete high school,35,No,Female,2,No,No,Yes,No,3.00,0.00,0.00,6.00,0.00,68.35,0.00,0.00,105.00,0.00,No,No,No,No,No,Yes,Yes,No,5.58,Plus service,No
Zone 2,6,24,Unmarried,2,28.00,Did not complete high school,5,No,Male,2,Yes,No,Yes,No,4.40,9.00,0.00,28.25,0.00,35.10,57.80,0.00,155.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.33,Plus service,Yes
Zone 3,32,23,Married,2,26.00,Some college,1,No,Female,6,Yes,Yes,Yes,No,11.00,24.00,31.10,28.25,0.00,325.00,796.95,856.20,880.00,0.00,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.26,Total service,No
Zone 1,38,33,Unmarried,3,38.00,College degree,0,No,Male,1,No,Yes,Yes,No,10.95,0.00,27.20,12.25,0.00,412.80,0.00,958.85,465.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.64,E-service,No
Zone 1,53,35,Unmarried,15,59.00,Some college,5,No,Female,1,Yes,No,Yes,No,16.85,23.25,0.00,18.50,0.00,888.45,"1,250.70",0.00,995.00,0.00,No,No,Yes,No,Yes,Yes,No,No,4.08,Plus service,No
Zone 3,37,76,Unmarried,38,117.00,College degree,21,No,Female,1,No,No,Yes,No,7.50,0.00,0.00,6.25,0.00,273.70,0.00,0.00,230.00,0.00,No,No,No,No,No,No,No,No,4.76,Basic service,No
Zone 1,47,35,Married,13,70.00,College degree,9,No,Female,2,Yes,Yes,No,Yes,10.75,33.00,47.40,0.00,45.85,551.00,"1,556.20","2,138.25",0.00,"2,168.40",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.25,Total service,Yes
Zone 3,69,59,Unmarried,37,104.00,High school degree,13,No,Male,1,Yes,No,Yes,No,16.00,30.50,0.00,13.75,0.00,"1,120.75","2,104.65",0.00,925.00,0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,4.64,Plus service,No
Zone 3,63,56,Unmarried,17,71.00,Some college,18,No,Female,1,No,No,Yes,No,18.40,0.00,0.00,24.75,0.00,"1,162.90",0.00,0.00,"1,510.00",0.00,No,No,No,No,No,No,Yes,No,4.26,Basic service,No
Zone 1,61,34,Married,0,70.00,Some college,7,No,Female,3,Yes,Yes,Yes,Yes,18.85,30.00,51.95,18.75,47.30,"1,230.70","1,820.30","3,045.80","1,095.00","2,840.20",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.25,Total service,Yes
Zone 1,56,38,Married,8,56.00,College degree,10,No,Male,2,Yes,Yes,Yes,Yes,25.10,26.75,44.95,11.50,27.40,"1,418.35","1,435.25","2,451.85",645.00,"1,553.50",No,No,Yes,Yes,Yes,No,No,Yes,4.03,Total service,No
Zone 3,40,57,Married,18,68.00,Did not complete high school,23,No,Male,2,Yes,No,No,No,13.35,25.75,0.00,0.00,0.00,572.40,987.70,0.00,0.00,0.00,No,No,No,No,Yes,No,Yes,No,4.22,Plus service,No
Zone 2,61,45,Unmarried,21,80.00,High school degree,13,No,Female,1,No,No,Yes,No,18.10,0.00,0.00,35.25,0.00,"1,114.75",0.00,0.00,"2,200.00",0.00,Yes,No,No,No,No,No,No,No,4.38,E-service,No
Zone 2,16,26,Unmarried,7,21.00,College degree,1,No,Male,6,Yes,Yes,No,Yes,3.55,11.00,44.75,0.00,30.80,56.85,182.25,638.55,0.00,438.40,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.04,Total service,No
Zone 2,7,43,Unmarried,4,69.00,Some college,5,No,Female,1,No,No,No,No,4.45,0.00,0.00,0.00,0.00,36.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.23,Basic service,No
Zone 3,20,31,Married,10,39.00,High school degree,3,No,Female,2,No,No,No,No,7.75,0.00,0.00,0.00,0.00,148.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.66,Basic service,No
Zone 2,35,38,Unmarried,7,90.00,High school degree,18,No,Male,4,Yes,No,Yes,No,6.80,17.75,0.00,14.00,0.00,245.95,558.35,0.00,425.00,0.00,Yes,No,Yes,Yes,Yes,No,No,Yes,4.50,E-service,No
Zone 1,60,37,Married,12,64.00,Post-undergraduate degree,1,No,Female,2,No,No,Yes,No,14.85,0.00,0.00,17.50,0.00,978.35,0.00,0.00,970.00,0.00,Yes,No,No,No,No,No,No,No,4.16,E-service,No
Zone 2,47,25,Unmarried,2,28.00,High school degree,6,No,Male,1,Yes,Yes,Yes,Yes,7.75,19.75,35.15,17.00,31.15,315.90,859.60,"1,535.05",770.00,"1,448.40",No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.33,Total service,No
Zone 2,33,28,Married,3,24.00,High school degree,0,No,Female,6,No,No,Yes,No,7.50,0.00,0.00,15.75,0.00,224.25,0.00,0.00,485.00,0.00,No,No,No,No,No,No,No,Yes,3.18,Basic service,No
Zone 3,12,34,Unmarried,2,44.00,High school degree,7,No,Male,1,No,No,No,No,4.05,0.00,0.00,0.00,0.00,48.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.78,Basic service,No
Zone 1,10,31,Unmarried,0,32.00,College degree,7,No,Female,2,No,Yes,No,No,5.40,0.00,28.35,0.00,0.00,60.15,0.00,253.35,0.00,0.00,Yes,No,Yes,Yes,No,No,No,Yes,3.47,E-service,Yes
Zone 2,69,33,Married,9,52.00,College degree,9,No,Female,3,No,No,Yes,No,29.95,0.00,0.00,29.00,0.00,"2,142.80",0.00,0.00,"1,915.00",0.00,Yes,No,No,No,No,Yes,Yes,No,3.95,Plus service,No
Zone 1,23,20,Unmarried,1,15.00,Some college,0,No,Female,1,No,No,No,No,7.50,0.00,0.00,0.00,0.00,199.65,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,2.71,E-service,No
Zone 1,53,31,Unmarried,10,46.00,Some college,6,No,Male,2,Yes,Yes,Yes,No,27.10,18.50,42.50,37.50,0.00,"1,408.35",935.00,"2,297.85","2,015.00",0.00,Yes,No,Yes,Yes,No,No,No,No,3.83,E-service,No
Zone 2,60,57,Married,14,107.00,High school degree,33,No,Female,2,Yes,No,Yes,Yes,17.55,30.75,0.00,21.25,46.70,"1,035.20","1,863.15",0.00,"1,245.00","2,640.00",Yes,No,Yes,No,Yes,Yes,Yes,No,4.67,Plus service,No
Zone 2,33,33,Unmarried,7,56.00,High school degree,11,No,Male,1,No,No,Yes,No,13.45,0.00,0.00,16.00,0.00,470.90,0.00,0.00,470.00,0.00,No,No,No,No,Yes,No,No,No,4.03,Basic service,No
Zone 3,67,40,Married,21,40.00,College degree,7,No,Female,4,No,Yes,Yes,Yes,24.35,0.00,46.60,15.25,37.45,"1,585.85",0.00,"3,013.25","1,015.00","2,396.15",Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.69,Total service,No
Zone 3,15,38,Married,5,56.00,Some college,13,No,Male,3,Yes,No,Yes,No,5.40,18.00,0.00,15.00,0.00,76.75,274.95,0.00,225.00,0.00,No,No,No,No,Yes,Yes,No,No,4.03,Plus service,No
Zone 3,64,31,Married,5,46.00,High school degree,7,No,Female,4,No,Yes,Yes,Yes,24.15,0.00,34.80,17.75,33.20,"1,546.55",0.00,"2,214.10","1,115.00","2,148.15",Yes,Yes,No,Yes,No,Yes,No,Yes,3.83,E-service,No
Zone 2,46,49,Married,13,51.00,High school degree,21,No,Male,2,No,No,Yes,No,7.25,0.00,0.00,21.75,0.00,329.95,0.00,0.00,945.00,0.00,No,No,No,No,No,No,No,No,3.93,Basic service,Yes
Zone 2,72,60,Married,33,12.00,Did not complete high school,20,Yes,Male,3,Yes,No,Yes,Yes,53.75,68.50,0.00,10.25,43.95,"3,776.10","4,938.60",0.00,780.00,"3,102.20",Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.48,Total service,No
Zone 1,61,43,Married,6,34.00,Post-undergraduate degree,6,No,Male,3,Yes,Yes,Yes,Yes,25.05,39.00,56.80,32.75,51.00,"1,541.90","2,536.10","3,279.90","1,980.00","3,182.65",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.53,Total service,Yes
Zone 3,54,27,Unmarried,3,27.00,High school degree,6,No,Female,5,Yes,Yes,Yes,Yes,12.40,35.00,48.30,5.75,43.50,660.85,"1,919.75","2,484.30",315.00,"2,259.80",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.30,Total service,No
Zone 3,28,36,Unmarried,3,42.00,Some college,7,No,Female,1,Yes,No,Yes,No,12.90,28.25,0.00,14.00,0.00,363.65,820.15,0.00,370.00,0.00,No,No,No,Yes,Yes,Yes,Yes,No,3.74,Plus service,No
Zone 2,28,38,Unmarried,8,119.00,Post-undergraduate degree,2,No,Male,3,No,Yes,No,Yes,5.05,0.00,46.90,0.00,42.65,141.95,0.00,"1,262.70",0.00,"1,189.90",Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.78,Total service,Yes
Zone 2,32,43,Unmarried,13,146.00,Did not complete high school,27,No,Female,1,Yes,No,Yes,Yes,18.30,33.50,0.00,15.50,17.45,546.35,"1,090.65",0.00,510.00,559.45,No,No,No,No,Yes,Yes,Yes,No,4.98,Plus service,No
Zone 2,52,46,Unmarried,17,51.00,High school degree,13,No,Female,3,No,No,Yes,No,12.50,0.00,0.00,15.00,0.00,638.70,0.00,0.00,755.00,0.00,Yes,No,No,No,No,No,No,No,3.93,E-service,No
Zone 1,48,62,Unmarried,33,86.00,Did not complete high school,22,Yes,Female,1,Yes,Yes,Yes,Yes,16.35,33.50,38.95,18.75,30.60,729.30,"1,613.60","1,763.10",920.00,"1,408.50",No,Yes,No,No,Yes,Yes,Yes,Yes,4.45,Plus service,No
Zone 3,52,42,Married,17,27.00,Some college,8,No,Female,2,Yes,No,Yes,No,19.65,31.00,0.00,19.75,0.00,"1,008.80","1,661.30",0.00,"1,050.00",0.00,No,No,No,Yes,Yes,Yes,Yes,No,3.30,Plus service,No
Zone 1,37,43,Unmarried,8,38.00,Some college,9,No,Male,1,No,No,No,No,8.10,0.00,0.00,0.00,0.00,289.75,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,3.64,E-service,No
Zone 1,41,52,Unmarried,26,928.00,Some college,29,No,Male,3,Yes,No,Yes,No,7.65,25.00,0.00,13.50,0.00,344.00,"1,060.65",0.00,465.00,0.00,No,Yes,No,No,Yes,Yes,Yes,No,6.83,Plus service,No
Zone 2,43,27,Married,3,21.00,High school degree,1,No,Female,3,No,No,Yes,No,12.65,0.00,0.00,16.50,0.00,558.85,0.00,0.00,760.00,0.00,Yes,No,No,No,No,No,No,No,3.04,E-service,No
Zone 3,67,60,Unmarried,24,24.00,Did not complete high school,6,No,Female,1,No,No,Yes,No,25.10,0.00,0.00,21.50,0.00,"1,659.10",0.00,0.00,"1,530.00",0.00,Yes,Yes,No,No,No,Yes,Yes,No,3.18,Plus service,No
Zone 3,61,52,Married,30,91.00,Did not complete high school,25,No,Female,2,No,No,Yes,No,13.80,0.00,0.00,47.00,0.00,840.15,0.00,0.00,"2,790.00",0.00,No,No,No,No,No,No,No,No,4.51,Basic service,No
Zone 3,70,39,Married,20,38.00,High school degree,8,No,Female,4,Yes,No,Yes,No,30.30,26.50,0.00,51.25,0.00,"2,201.00","1,981.65",0.00,"3,450.00",0.00,Yes,No,No,No,No,No,Yes,No,3.64,Plus service,No
Zone 3,44,32,Married,1,96.00,College degree,5,No,Female,4,Yes,Yes,Yes,Yes,5.25,22.00,61.95,8.75,57.80,213.45,951.95,"2,803.50",360.00,"2,451.60",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.56,Total service,No
Zone 3,46,45,Unmarried,12,96.00,Some college,17,No,Male,1,No,Yes,Yes,No,10.95,0.00,24.50,9.75,0.00,504.30,0.00,"1,032.75",410.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.56,E-service,No
Zone 3,39,34,Unmarried,2,54.00,Some college,5,No,Male,1,No,No,Yes,No,6.50,0.00,0.00,13.25,0.00,265.45,0.00,0.00,460.00,0.00,No,No,No,No,No,No,No,No,3.99,Basic service,No
Zone 2,39,59,Unmarried,20,"1,668.00",College degree,27,No,Female,1,Yes,No,No,No,8.20,15.00,0.00,0.00,0.00,303.95,595.60,0.00,0.00,0.00,Yes,Yes,No,Yes,Yes,No,No,No,7.42,E-service,No
Zone 2,50,29,Married,10,53.00,College degree,0,No,Female,4,Yes,Yes,Yes,Yes,13.20,46.00,53.15,11.50,46.40,593.35,"2,412.65","2,499.00",540.00,"2,280.00",Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.97,Total service,No
Zone 3,5,31,Unmarried,1,21.00,Some college,1,No,Female,2,No,No,No,No,2.60,0.00,0.00,0.00,0.00,16.10,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.04,Basic service,Yes
Zone 2,10,34,Unmarried,1,52.00,Post-undergraduate degree,3,No,Female,1,No,Yes,No,Yes,4.30,0.00,32.55,0.00,25.40,47.45,0.00,332.00,0.00,255.70,Yes,No,No,Yes,No,No,No,Yes,3.95,E-service,Yes
Zone 1,72,69,Unmarried,45,17.00,Some college,36,Yes,Female,1,No,No,Yes,No,38.20,0.00,0.00,28.25,0.00,"2,751.65",0.00,0.00,"2,005.00",0.00,Yes,No,No,No,No,No,No,No,2.83,E-service,No
Zone 2,68,60,Unmarried,40,262.00,High school degree,39,No,Female,1,No,No,Yes,No,31.60,0.00,0.00,26.00,0.00,"2,112.25",0.00,0.00,"1,690.00",0.00,Yes,No,No,No,Yes,Yes,No,No,5.57,Plus service,No
Zone 3,58,28,Unmarried,5,34.00,Post-undergraduate degree,1,No,Female,1,No,Yes,Yes,No,19.90,0.00,41.70,23.75,0.00,"1,144.60",0.00,"2,275.70","1,335.00",0.00,Yes,Yes,Yes,Yes,No,No,No,Yes,3.53,E-service,No
Zone 3,18,44,Married,10,107.00,Did not complete high school,19,No,Female,7,No,No,No,No,2.25,0.00,0.00,0.00,0.00,41.80,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.67,Basic service,No
Zone 1,65,45,Married,25,67.00,Post-undergraduate degree,13,No,Female,2,Yes,Yes,Yes,No,9.85,20.75,27.65,36.00,0.00,671.20,"1,391.85","1,729.20","2,305.00",0.00,Yes,No,No,No,Yes,No,Yes,No,4.20,Plus service,No
Zone 3,8,45,Unmarried,1,37.00,College degree,0,No,Male,1,No,Yes,No,No,4.65,0.00,32.05,0.00,0.00,64.45,0.00,207.85,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.61,E-service,Yes
Zone 2,1,20,Unmarried,1,21.00,High school degree,0,No,Female,2,No,Yes,No,No,0.90,0.00,23.85,0.00,0.00,0.90,0.00,23.85,0.00,0.00,No,Yes,Yes,No,No,No,No,Yes,3.04,Basic service,Yes
Zone 3,42,58,Unmarried,7,22.00,Did not complete high school,4,No,Female,1,No,No,No,No,3.60,0.00,0.00,0.00,0.00,166.75,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,3.09,E-service,No
Zone 1,4,25,Married,3,71.00,Some college,3,No,Female,5,No,Yes,No,No,3.60,0.00,28.70,0.00,0.00,14.95,0.00,110.15,0.00,0.00,No,Yes,No,Yes,No,No,No,Yes,4.26,Basic service,No
Zone 3,17,35,Unmarried,4,77.00,Some college,8,No,Female,1,Yes,No,No,No,8.10,15.00,0.00,0.00,0.00,144.40,251.10,0.00,0.00,0.00,No,No,No,No,Yes,Yes,No,No,4.34,Plus service,No
Zone 2,8,24,Married,1,18.00,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,2.95,17.00,39.30,20.00,34.30,16.80,134.25,296.70,165.00,260.80,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.89,Total service,Yes
Zone 1,49,37,Married,17,50.00,High school degree,12,No,Female,2,No,No,Yes,No,4.20,0.00,0.00,16.50,0.00,243.10,0.00,0.00,800.00,0.00,Yes,No,No,No,No,No,No,No,3.91,E-service,No
Zone 1,56,46,Married,21,33.00,College degree,7,No,Male,2,No,Yes,Yes,No,22.70,0.00,32.90,8.50,0.00,"1,257.40",0.00,"1,846.85",525.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.50,E-service,No
Zone 1,62,57,Married,21,94.00,Did not complete high school,22,No,Male,2,Yes,No,Yes,No,11.95,32.00,0.00,53.00,0.00,757.60,"1,999.95",0.00,"3,250.00",0.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.54,Total service,No
Zone 2,42,57,Married,25,209.00,Did not complete high school,40,No,Female,4,No,No,Yes,No,9.45,0.00,0.00,11.00,0.00,383.45,0.00,0.00,475.00,0.00,No,No,No,No,No,No,No,No,5.34,Basic service,No
Zone 1,13,32,Unmarried,7,31.00,College degree,5,No,Male,2,Yes,No,Yes,Yes,5.05,35.50,0.00,10.50,23.30,64.85,452.30,0.00,115.00,244.30,No,Yes,No,No,Yes,Yes,Yes,No,3.43,Plus service,No
Zone 1,69,46,Married,18,66.00,High school degree,19,No,Male,4,No,No,Yes,No,21.85,0.00,0.00,46.50,0.00,"1,589.10",0.00,0.00,"3,265.00",0.00,Yes,No,No,No,No,No,No,No,4.19,E-service,No
Zone 2,45,59,Unmarried,14,51.00,Did not complete high school,15,No,Male,2,No,No,Yes,No,5.95,0.00,0.00,5.25,0.00,236.30,0.00,0.00,175.00,0.00,No,No,No,No,No,No,No,No,3.93,Basic service,No
Zone 2,66,42,Married,18,118.00,High school degree,20,No,Male,2,No,No,Yes,No,26.80,0.00,0.00,21.75,0.00,"1,774.75",0.00,0.00,"1,480.00",0.00,Yes,No,No,No,No,No,No,No,4.77,E-service,No
Zone 2,15,35,Unmarried,10,25.00,High school degree,3,No,Male,1,No,Yes,No,No,4.75,0.00,21.40,0.00,0.00,41.40,0.00,291.40,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.22,Basic service,Yes
Zone 1,41,44,Married,1,59.00,Some college,21,No,Female,3,No,Yes,Yes,No,12.10,0.00,44.90,24.50,0.00,479.95,0.00,"1,853.30","1,005.00",0.00,Yes,Yes,No,Yes,Yes,No,No,Yes,4.08,E-service,No
Zone 2,11,20,Unmarried,1,20.00,High school degree,0,No,Female,1,Yes,Yes,Yes,Yes,4.75,23.00,38.55,13.50,42.70,48.00,221.35,427.65,155.00,387.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.00,Total service,Yes
Zone 3,45,30,Married,0,63.00,Post-undergraduate degree,4,No,Male,4,Yes,Yes,Yes,Yes,7.10,40.75,39.75,16.50,50.85,314.80,"1,849.50","1,717.20",775.00,"2,239.65",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.14,Total service,Yes
Zone 1,52,62,Unmarried,23,36.00,College degree,17,No,Male,1,Yes,No,Yes,No,13.35,18.50,0.00,18.50,0.00,709.25,978.85,0.00,915.00,0.00,No,No,No,No,No,No,Yes,No,3.58,Basic service,No
Zone 1,42,56,Unmarried,24,72.00,College degree,18,No,Female,1,No,Yes,Yes,Yes,8.00,0.00,38.50,20.50,40.05,336.90,0.00,"1,573.85",770.00,"1,713.30",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.28,Total service,No
Zone 2,48,35,Unmarried,11,50.00,Did not complete high school,16,No,Male,3,Yes,No,Yes,No,12.85,21.75,0.00,17.00,0.00,622.75,"1,018.55",0.00,790.00,0.00,No,Yes,No,No,Yes,No,No,No,3.91,Plus service,No
Zone 3,4,31,Unmarried,5,39.00,High school degree,5,No,Male,2,Yes,Yes,Yes,Yes,4.90,26.00,41.55,10.00,36.40,19.65,95.95,111.70,25.00,142.90,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.66,Total service,Yes
Zone 3,53,64,Married,10,54.00,High school degree,20,No,Female,2,Yes,Yes,Yes,Yes,9.65,39.25,51.15,53.50,74.80,483.55,"2,053.20","2,658.05","2,675.00","3,817.55",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.99,Total service,No
Zone 3,1,59,Unmarried,4,9.00,Did not complete high school,4,Yes,Male,1,Yes,No,Yes,No,3.80,26.50,0.00,20.50,0.00,3.80,26.50,0.00,20.50,0.00,No,No,No,No,Yes,Yes,No,No,2.20,Plus service,No
Zone 3,19,30,Married,10,33.00,College degree,1,No,Male,3,Yes,Yes,No,No,4.05,22.25,31.80,0.00,0.00,79.45,396.35,543.85,0.00,0.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.50,Total service,No
Zone 2,33,30,Unmarried,11,28.00,Did not complete high school,9,No,Male,1,No,No,No,No,7.40,0.00,0.00,0.00,0.00,246.55,0.00,0.00,0.00,0.00,No,No,No,No,No,Yes,No,No,3.33,Basic service,No
Zone 3,42,36,Married,14,44.00,High school degree,11,No,Male,3,Yes,No,No,Yes,7.00,26.50,0.00,0.00,26.10,321.95,"1,161.30",0.00,0.00,"1,173.45",No,No,Yes,No,Yes,Yes,Yes,No,3.78,Plus service,No
Zone 1,60,32,Unmarried,12,34.00,College degree,4,No,Female,2,No,No,Yes,No,23.95,0.00,0.00,10.00,0.00,"1,513.00",0.00,0.00,615.00,0.00,Yes,No,No,No,No,No,No,No,3.53,E-service,No
Zone 2,57,51,Married,7,68.00,College degree,18,No,Female,3,Yes,No,Yes,No,16.05,18.75,0.00,8.25,0.00,930.40,"1,096.00",0.00,365.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.22,Plus service,No
Zone 1,64,39,Unmarried,5,37.00,Did not complete high school,9,No,Male,1,No,No,Yes,No,10.20,0.00,0.00,17.50,0.00,640.75,0.00,0.00,"1,020.00",0.00,No,No,No,No,No,No,No,No,3.61,Basic service,No
Zone 2,28,20,Married,1,18.00,Some college,0,No,Male,3,No,Yes,No,Yes,7.70,0.00,38.90,0.00,32.00,190.05,0.00,"1,041.10",0.00,873.30,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.89,Total service,No
Zone 1,29,35,Married,10,55.00,High school degree,7,No,Male,4,Yes,No,Yes,No,15.65,21.75,0.00,30.75,0.00,477.95,612.55,0.00,855.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.01,Plus service,Yes
Zone 1,46,31,Married,12,21.00,Did not complete high school,5,No,Male,5,No,No,Yes,No,8.95,0.00,0.00,9.25,0.00,369.95,0.00,0.00,415.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.04,Plus service,No
Zone 1,22,41,Married,9,29.00,Some college,11,No,Male,4,No,No,No,No,12.75,0.00,0.00,0.00,0.00,274.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.37,Basic service,Yes
Zone 2,10,56,Unmarried,26,9.00,High school degree,6,Yes,Male,2,No,No,No,No,3.20,0.00,0.00,0.00,0.00,36.90,0.00,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,2.20,Basic service,No
Zone 3,50,41,Unmarried,16,138.00,High school degree,18,No,Female,1,Yes,Yes,Yes,No,12.35,19.75,27.85,14.50,0.00,585.05,937.85,"1,359.05",690.00,0.00,Yes,No,No,No,No,No,No,Yes,4.93,E-service,Yes
Zone 1,55,65,Unmarried,34,28.00,College degree,12,Yes,Female,1,Yes,No,Yes,Yes,18.60,46.25,0.00,14.75,41.20,"1,007.30","2,610.55",0.00,835.00,"2,163.50",No,Yes,Yes,No,Yes,Yes,Yes,No,3.33,Total service,No
Zone 2,15,54,Unmarried,7,62.00,Did not complete high school,11,No,Male,1,No,No,No,No,3.15,0.00,0.00,0.00,0.00,54.25,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.13,Basic service,No
Zone 1,31,32,Married,13,37.00,Some college,8,No,Female,3,Yes,No,Yes,Yes,4.60,19.75,0.00,8.75,56.45,140.55,593.75,0.00,290.00,"1,771.10",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.61,Total service,No
Zone 3,5,44,Unmarried,5,83.00,Did not complete high school,16,No,Female,1,No,Yes,No,No,4.65,0.00,25.25,0.00,0.00,12.30,0.00,90.50,0.00,0.00,Yes,No,No,No,Yes,No,No,No,4.42,E-service,Yes
Zone 2,69,63,Unmarried,28,168.00,Did not complete high school,43,No,Female,2,Yes,No,Yes,No,14.50,44.25,0.00,18.25,0.00,"1,020.30","3,097.25",0.00,"1,230.00",0.00,No,No,No,No,Yes,Yes,Yes,No,5.12,Plus service,No
Zone 2,26,27,Married,4,33.00,College degree,1,No,Male,6,Yes,Yes,Yes,Yes,5.85,25.50,42.45,13.25,34.15,114.55,656.85,"1,089.70",310.00,810.20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.50,Total service,Yes
Zone 3,10,33,Married,2,66.00,Some college,9,No,Female,4,Yes,No,Yes,No,7.10,21.25,0.00,25.25,0.00,59.30,241.80,0.00,220.00,0.00,No,No,No,Yes,No,Yes,No,No,4.19,Basic service,Yes
Zone 1,26,30,Unmarried,9,18.00,College degree,1,No,Male,3,Yes,No,Yes,No,7.25,25.50,0.00,32.50,0.00,171.85,688.35,0.00,840.00,0.00,No,Yes,Yes,No,Yes,Yes,Yes,No,2.89,Total service,Yes
Zone 3,25,30,Unmarried,0,20.00,Did not complete high school,4,No,Female,1,Yes,No,Yes,No,8.55,21.75,0.00,15.50,0.00,215.95,522.15,0.00,370.00,0.00,No,No,No,No,Yes,No,Yes,No,3.00,Plus service,No
Zone 3,30,23,Married,4,19.00,Some college,1,No,Male,4,No,Yes,Yes,No,7.90,0.00,35.20,27.50,0.00,253.05,0.00,"1,087.55",840.00,0.00,Yes,No,No,Yes,No,No,No,Yes,2.94,E-service,No
Zone 1,21,39,Married,7,25.00,High school degree,1,No,Male,4,Yes,No,Yes,Yes,8.50,27.00,0.00,20.00,31.25,175.30,582.00,0.00,440.00,646.90,No,No,No,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 1,71,46,Unmarried,27,119.00,Post-undergraduate degree,7,No,Female,1,No,Yes,Yes,Yes,42.85,0.00,70.05,15.00,111.95,"3,080.85",0.00,"5,028.65","1,020.00","7,856.85",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.78,Total service,No
